district,sub_district,community,Cash,Education,FSL,Nutrition,Protection,SNFI,WASH,CCCM,ERL,beneficiary_frequencies,total_pop,admin4pcode
Al Bab,Al Bab,Khan Hufrah,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,C7450
Al Bab,Al Bab,Dayr Antah,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,C7456
Al Bab,Al Bab,Al Khashkashat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,C7468
Al Bab,Al Bab,Khirbet Duwayr,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,C7470
Al Bab,Al Bab,Talal Al-Enab,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,C7473
Al Bab,Al Bab,Ash Sharqiyat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,255,C7484
Al Bab,Al Bab,Mezraat Hemmo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,875,C7514
Al Bab,Al Bab,Tanbor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,200,C8101
Al Bab,Al Bab,Little Sarja,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,C8106
Al Bab,Al Bab,Al Dourea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,200,C8108
Al Bab,Al Bab,Kharbashieh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,C8127
Al Bab,Al Bab,Zwaian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,C8155
Al Bab,Tadaf,Barlahin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1039,C1230
Al Bab,Tadaf,Btoshiyet Elbab,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,612,C1231
Al Bab,Tadaf,Arran,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1500,C1215
Al Bab,Tadaf,Abu Jabbar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1551,C1216
Al Bab,Tadaf,Kita (Tadaf),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,750,C1217
Al Bab,Tadaf,Abu Taltal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,C1218
Al Bab,Tadaf,Big Amya,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1126,C1220
Al Bab,Tadaf,Deir Qaq,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,300,C1221
Al Bab,Tadaf,Toman,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,400,C1222
Al Bab,Tadaf,Kherbet Kiyar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,750,C1223
Al Bab,Tadaf,Um Khorzet Elbab,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,750,C1224
Al Bab,Tadaf,Biret Elbab,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,250,C1225
Al Bab,Tadaf,Oweishiyeh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1004,C1226
Al Bab,Tadaf,Sarhan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,375,C1227
Al Bab,Tadaf,Eisheh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,872,C1228
Al Bab,Tadaf,Sheikh Dan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,200,C1229
Al Bab,Tadaf,Qatar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,250,C1232
Al Bab,Tadaf,Qasr Elbreij,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,800,C1233
Al Bab,Tadaf,Magharet Abu Jabbar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,609,C1234
Al Bab,Tadaf,Big Fikha,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,926,C1235
Al Bab,Tadaf,Ein El-Bayda (Tadaf),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150,C2233
Al Bab,Tadaf,Fiha as Segira,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,C7461
Al Bab,Tadaf,Tall Bijan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,250,C8090
Al Bab,Tadaf,Rasm Al-Alam,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150,C8091
Al Bab,Tadaf,Ajuziyeh (Tadaf),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,C8093
Al Bab,Tadaf,Abbudiyah,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,C8094
Al Bab,Tadaf,Mushrafet Abu Jabar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,670,C8096
Al Bab,Tadaf,Multaffeh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,C8099
Al Bab,Tadaf,Kherbet Al-Jahesh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,C8100
Al Bab,Tadaf,Ein Al-Jahesh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,350,C8102
Al Bab,Tadaf,Al Hlaqa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,200,C8104
Al Bab,Tadaf,Mansura - Tadaf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150,C8107
Al Bab,Tadaf,Shamawiyah,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,C8120
Al Bab,Tadaf,Maazuleh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,C8125
Al Bab,Tadaf,Little Fikha,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,704,C8134
Al Bab,Tadaf,Hassani,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,400,C8142
Al Bab,Tadaf,Lawahijeh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,420,C8144
Al Bab,Tadaf,Awasi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,215,C8145
Al Bab,Tadaf,Msherfet Tall Makssour,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,C8708
Al Bab,Tadaf,Al Abaweh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150,C8709
Al Bab,Ar-Ra'ee,Waqf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1429,C1247
Al Bab,Ar-Ra'ee,Sandi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1130,C1248
Al Bab,Ar-Ra'ee,Matmana,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,857,C1249
Al Bab,Ar-Ra'ee,Hleisa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,485,C1251
Al Bab,Ar-Ra'ee,Haji Wali,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,317,C1252
Al Bab,Ar-Ra'ee,Haji Kusa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,629,C1253
Al Bab,Ar-Ra'ee,Misannah Bab,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,555,C1254
Al Bab,Ar-Ra'ee,Shawa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,529,C1255
Al Bab,Ar-Ra'ee,Nahda (Ar-Ra'ee),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1683,C1257
Al Bab,Ar-Ra'ee,Tal Mizab,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,940,C1258
Al Bab,Ar-Ra'ee,Tweiran,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,696,C1259
Al Bab,Ar-Ra'ee,Ameriyeh (Ar-Ra'ee),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,908,C1260
Al Bab,Ar-Ra'ee,Silsileh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,250,C1261
Al Bab,Ar-Ra'ee,Khalilieyh (Ar-Ra'ee),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,392,C1262
Al Bab,Ar-Ra'ee,Tlilet Elbab,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,246,C1263
Al Bab,Ar-Ra'ee,Atharia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,486,C1264
Al Bab,Ar-Ra'ee,Um Elthadaya Mamli,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,374,C1265
Al Bab,Ar-Ra'ee,Zalaf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,640,C1266
Al Bab,Ar-Ra'ee,Tal Eisheh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,379,C1267
Al Bab,Ar-Ra'ee,Zyaret Elbab,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,227,C1268
Al Bab,Ar-Ra'ee,Tal Elhawa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,789,C1269
Al Bab,Ar-Ra'ee,Ayyasha,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,385,C1270
Al Bab,Ar-Ra'ee,Tal Atieh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,500,C1271
Al Bab,Ar-Ra'ee,Bab Laymun,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,543,C1272
Al Bab,Ar-Ra'ee,Hadabat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,841,C1273
Al Bab,Ar-Ra'ee,Karsanli,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,732,C1274
Al Bab,Ar-Ra'ee,Qantaret Elbab,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,388,C1275
Al Bab,Ar-Ra'ee,Az Zahrah,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84,C7605
Al Bab,Ar-Ra'ee,Khirbet Bashir,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,129,C7607
Al Bab,Ar-Ra'ee,Al-Oun,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,122,C8203
Al Bab,Ar-Ra'ee,Ayubiyeh (Ar-Ra'ee),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,180,C8218
Al Bab,Ar-Ra'ee,Tal Sfir,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,250,C8227
Al Bab,Ar-Ra'ee,Tal Ahmar (Ar-Ra'ee),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,211,C8238
Al Bab,Ar-Ra'ee,Thlaija Gharbi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,163,C8245
Al Bab,A'rima,Hota,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,250,C1323
Al Bab,A'rima,Mazrufeh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,366,C1324
Al Bab,A'rima,Hjeileh - Elbab,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1600,C1325
Al Bab,A'rima,Omyaniye - Korhyok,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,C1326
Al Bab,A'rima,Ilan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1700,C1331
Al Bab,A'rima,Wadi - Little Jqal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,600,C1334
Al Bab,A'rima,Jeb Sultan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,450,C1335
Al Bab,A'rima,Thalabiyeh - Big Jqal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,730,C1336
Al Bab,A'rima,Oruba Bab - Arab Wiran,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2930,C1338
Al Bab,A'rima,Jablet Elhamra,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,300,C1340
Al Bab,A'rima,Little Tafreeah,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1111,C1347
Al Bab,A'rima,Bir Tafreeah,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,C1348
Al Bab,A'rima,Big Nabata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,500,C1349
Al Bab,A'rima,Madiq Bu Azar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,200,C1350
Al Bab,A'rima,Eastern-Thalja,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,563,C6413
Al Bab,A'rima,Khirbet Al-Zeeb,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,200,C6683
Al Bab,A'rima,Ajami (A'rima),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,246,C7481
Al Bab,A'rima,Arifiyah,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,348,C7483
Al Bab,A'rima,Mazraat as Sumbulah,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,415,C7510
Al Bab,A'rima,AL Ajami,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,310,C8165
Al Bab,A'rima,Tall Turin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,500,C8170
Al Bab,A'rima,Abu Hayj,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,C8171
Al Bab,A'rima,Kawikli,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,C8182
Al Bab,A'rima,Shaikh Naser,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,254,C8194
Al Bab,A'rima,Bazji,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2955,C8205
Afrin,Afrin,Burj Haydar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,808,C1354
Afrin,Afrin,Shawarghet Elarz,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,C1357
Afrin,Afrin,Ziyara Afrin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3600,C1358
Afrin,Afrin,Jalbal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,C1360
Afrin,Afrin,Oqayba,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2400,C1361
Afrin,Afrin,Nireh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,265,C1368
Afrin,Afrin,Bseileh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,C1369
Afrin,Afrin,Baselhaya,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,C1371
Afrin,Afrin,Brad,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1251,C1375
Afrin,Afrin,Burj Abdallah,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1833,C1377
Afrin,Afrin,Zahrat Elhayat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1000,C1379
Afrin,Afrin,Kabashin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,754,C1380
Afrin,Afrin,Fafertein,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,580,C1383
Afrin,Afrin,Marata (Afrin),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2885,C1384
Afrin,Afrin,Kafrshil,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,370,C1385
Afrin,Afrin,Qarzihel,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1273,C1387
Afrin,Afrin,Zuraikat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,C6393
Afrin,Afrin,Kaft Nabu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,293,C7465
Afrin,Bulbul,Dobera,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,C8285
Afrin,Jandairis,Fasha,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,839,C1440
Afrin,Jandairis,Upper Marwana,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,271,C1443
Afrin,Raju,Shyukh - Sheikh Oba Si,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,110,C1450
Afrin,Raju,Batra (Raju),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,417,C1459
Afrin,Raju,Raee - Jobanli,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,316,C1462
Afrin,Raju,Hajman,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,308,C1463
Afrin,Raju,Upper Dhak - Upper Kolyan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,338,C1466
Afrin,Raju,Little Siwan - Little Jaqmaq,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,437,C1470
Afrin,Raju,Birein - Jtal Qoyo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,442,C1471
Afrin,Raju,Thadi - Mamali,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,978,C1472
Afrin,Raju,Lower Dhak - Kolyan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,698,C1474
Afrin,Raju,Jablieh - Tag Obeh Si,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150,C1475
Afrin,Raju,Jalqama,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,260,C1477
Afrin,Raju,Ada,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,397,C1479
Afrin,Raju,Shankal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,773,C1482
Afrin,Raju,Talleh - Zarkani,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,363,C1483
Afrin,Raju,Hjeij - Haji Kanli,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,235,C1485
Afrin,Raju,Omsiya - Donbaly,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1924,C1486
Afrin,Raju,Meidan Ekbis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2673,C1488
Afrin,Raju,Halil - Holilo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,357,C1489
Afrin,Raju,Kusan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,177,C1490
Afrin,Raju,Koran Afrin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,736,C1492
Afrin,Raju,Haidar Obasi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,371,C6403
Afrin,Raju,Shadiah,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98,C8237
Afrin,Raju,Sherbanli,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,105,C8249
Afrin,Raju,Jainka,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,260,C8280
Afrin,Raju,Kharab Suluq,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,343,C8283
Afrin,Raju,Qarah Baba,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,428,C8287
Afrin,Sharan,Bayaa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,926,C1503
Afrin,Sharan,Qarra (Sharan),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,770,C1509
Afrin,Sharan,Big Dib,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,820,C1513
Afrin,Sharan,Little Dib,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,750,C1516
Afrin,Sharan,Ballorsanak,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,C8267
Afrin,Sheikh El-Hadid,Alwardya,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,431,C6405
Afrin,Sheikh El-Hadid,Sahuljuk,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,376,C7524
Afrin,Ma'btali,Surra - Kobak,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,787,C1536
Afrin,Ma'btali,Shorba,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,461,C1539
Afrin,Ma'btali,Sherkan - Sherkanli,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,434,C1540
Afrin,Ma'btali,Maasara - Maasaret Jaq,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,265,C1546
Afrin,Ma'btali,Sheikh Aqraa - Kilo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,217,C1554
Afrin,Ma'btali,Mazraet Shlu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,166,C6400
Afrin,Ma'btali,Gumazanli,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,125,C8200
Afrin,Ma'btali,Barakeh (Ma'btali),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,755,C8201
